"cycle_id","end_to_end[sec]","selection_time[sec]","tests_exec_time[sec]","startup_time[sec]"
"31a9fa0cce769c976d74cdcb6e6ce8831793db7b",19,3,0.08800000000000001,15.911999999999999
"6b9c3315885f8f9e4be19db9ef05257035b97bca",31,7,7.154,16.846
"3ce7f9eecfacbf3de716a8338ad4929371a66ca2",30,7,7.244,15.756
"4282efae5f4ab456cef3acac5574f13f4f450b9e",29,6,7.172,15.828
"ba7c788042ce0f4e156b6900d3d698e47aef5a4d",19,2,0.227,16.773
"4259a706ab8641f408afc3ce224b1c0ba5a43d17",21,3,0.883,17.117
"e9610ccf30f657e247997242af68e113cc4ba231",23,7,0.43000000000000005,15.57
"9fe11e688e3562264350dcdd02730276ea233ed4",31,7,7.081,16.919
"b521820b23c45fd068618d10955eceed48801eff",23,7,0.369,15.631
"bf80b9e2803aa277047951a7251267bfb7097c3b",31,6,7.064,17.936
"661d16d190708a1a396d8b75ba10738e4574c11d",26,7,2.5459999999999994,16.454
"3c2673e82d33b6c9bef3005a896e5b0d52b108dd",19,2,0.045,16.955
"e423b0bc2dea4167ad98fffc1afd9243ba73aad6",19,2,0.058,16.942
"6bc8650ed456810d600feea4b80a665fb5895832",29,12,0.9450000000000001,16.055
"1731949116a7278f2b729cbb9e505580c8f56980",19,3,0.111,15.889
"99900ae089cf996bc969f0673349c06c2e6fbf1d",18,2,0.084,15.916
"844cd4298e46027ba1201df4eceb2dcaa5c1bb26",48,22,9.618999999999998,16.381
"f4ee399e31eb61741f5f2167d6af8f49c0e991b6",31,7,7.125000000000001,16.875
"811dbe7226ba0ede04c2062c2dba8f72a1c03e58",30,6,7.006,16.994
"1a20867d01ef8ee5b32b0620125b7c38a10b80c5",19,2,0.079,16.921
"4a300fee2ef1c03902d0fb25ceb02aa01d0fab46",19,3,0.05,15.95
"54c3daaf17f90b273cfd3dc17dac91c9e65d7b17",30,6,7.352999999999998,16.647000000000002
"b06f13ff0ef8655de1a4f9976f7a9ccf2ca76724",31,7,7.647,16.353
"30d4070af9fc623cf9723510bb46d1a19fcb5930",30,6,7.529999999999999,16.47
"3c89994355f3574078c832b2dcacba0e65e87ed1",21,3,2.3659999999999997,15.634
"d547412bbd2a1ca56769a2bfa13b7ed9547310ca",22,3,2.33,16.67
"d3146a545612422d3f8078f10afa00342b327199",22,4,2.266,15.734
"8f54030347e31e0b1492fe874a1f1b67b89b836a",21,2,2.3659999999999997,16.634
"f059e5f7fa1ac4a906b5d2e18d72d410bf28fa2d",22,3,2.141,16.859
"dfecbe970917754511a081f8b86efac211e624f6",21,3,2.439,15.561
"fb4803623b8f089a8dfd265a68461f4283e7ffad",22,3,2.307,16.692999999999998
"c82b1f062af2a1a376e514020707597f6ed1f82d",20,3,0.224,16.776
"5a52446090a67b9b04b67a0b7aec94e73bd21930",18,2,0.156,15.844
"9f7d03f09172afcf0a7be40e3262d151ef053b3c",24,3,5.2669999999999995,15.733
"82cc24437f43d07880d8883229477735431e5d02",23,6,1.4509999999999998,15.549
"52d6e24d19465e6f468839650c969d5931f66d65",34,8,11.03,14.969999999999999
"ff6b0ada72106d67aef1ee21d51bacac2f3af7ac",34,13,5.281999999999999,15.718
"8147cc5b3de5fa7a3a3e8116355efa44367dc3c5",25,6,2.6609999999999996,16.339
"859224ffadb79147088840732236c1fad341d842",24,6,2.65,15.35
"46007c151e4cd79891eed4d289ff372ba39d5b8c",21,4,0.134,16.866
"314b6b56bec4af56dba667d66a25c1613f4bc800",14,3,0.12100000000000001,10.879
"8cafd87c83f4197f7e8d14de8cba453c844266c0",19,3,0.101,15.899000000000001
"d5be24a12668a94712247d31f06ef7d416b8118c",20,3,0.253,16.747
"a060733e63a9cc476342ca190d04ad027a241d33",19,3,0.115,15.885
"ece2f255eed8ad9eff6e236152de65e804c6adb5",19,2,0.111,16.889
"9766e22b42b7b3f3923cb9c2502dfc2dd5d0a5b0",17,2,0.103,14.897
"6d74e8f83e96f536cbbad98cd4fe6fbd1cd67663",28,6,7.017,14.983
"9b3257e4d1a63e0a4d971a331eaf7b9a08d98040",28,6,7.096000000000001,14.904
"610caab590fe224c02c8f509431f6428fe8e1063",25,6,7.408999999999999,11.591000000000001
"af323712479ba1e2a5b8e519030d021915228c48",17,2,0.103,14.897
"7ddfc8ae1c4d712b0e52d2595b36743700940873",25,6,7.207,11.793
"1375e931d7c7e6de8b297378fc296029d476d7e8",18,6,0.191,11.809000000000001
"776b86e99a1ce18a5093db457109807b766d49c1",24,9,0.196,14.804
"e1bc286245ce5f798b5312d65bba64c71921a3f4",18,6,0.22,11.780000000000001
"585b1cb97b4b9e81b55d68e04b6c1e1195058a8f",18,3,0.138,14.862
"5a87fa172eb1368fe413af34511d1eb3f2674a9f",18,7,0.24700000000000003,10.753
"7587431987258e94748d5f2fda1e6ca049a21600",20,3,0.066,16.934
"53def501409cd1f9e20ac43edba6f2949bb366c8",17,2,0.059,14.940999999999999
"7c19a1ff4c217f03c0be62baf1169d689f566825",19,3,0.047,15.953
"8019416d8197df8881788f889edfcf2ad45c4bf8",21,6,3.1919999999999997,11.808
"ebe7bb58a541bf397333f466d412e617266ee5aa",19,4,0.199,14.801
"ef3015cc99f7bd51862c1d95014e8332d24c2341",28,6,7.26,14.74
"6a688cf36e23aded8c9796b786e92144cb4a5830",19,7,0.43000000000000005,11.57
"8cfc1b1207577943d412789765a3a2085f1b3036",14,2,0.041,11.959
"577f7b3b5462fdf84c0956a3bec5296bf7821677",15,3,0.037000000000000005,11.963000000000001
"65b08c4f91a4e5d78eb645b46d06d7a46f8c62dd",17,2,0.098,14.902000000000001
"fa91c1b28647bd4217b0c325249aff9638fbeb6a",17,2,0.065,14.935
"1da8ccdbfe2faa3e6801fe44eaf3c336aab48bec",108,79,13.636,15.364000000000004
"8a8b8ec8d244b18eeaf651d0ea6e84db579e7d92",26,6,5.791,14.209
"3a818ed6a833f083a2db9bb6804c1bdb43b9b0ec",44,21,7.04,15.96
"309b34f0573d0ec593c17008e8ef4151dfc35a12",41,13,13.639000000000001,14.360999999999997
"0344ca3f2d43e3732bf16370262303be8761a523",21,6,0.131,14.869
"c68285bb3392665827595ac408a5fad828b0351f",18,3,0.133,14.867
"21bab1d3a0b48c37592686fed7e1b2025fbf78aa",116,86,14.898,15.102000000000004
"ad648cf8a8a90bdee129266ca7b686a5b9a87561",29,8,7.095999999999999,13.904
"18e692478dcf91fdceb9b9fdca7c61a1111d63aa",13,2,0.041,10.959
"5ffb662019501692112fbebf15d92d01c17f1322",16,1,0.067,14.933
"a37d19eb45d76cd6ab4e2c8fa9fc156bf7be97db",15,3,0.275,11.725
"1571050a196198f336ae487ee3b6df629d3ee9da",40,15,12.44,12.560000000000002
"f2d8493ac44995170ff84bb895e3a73e0127cc68",18,3,0.14,14.86
"daeed97201c060563c9509e7d63b23094cb31664",14,2,0.124,11.876
"cc94767e7eabdfcf9d1cab1d8d1d8556864394c6",23,3,4.9239999999999995,15.076
"d6ad3f01574b839670d4ea5cf82a601eee7e0c16",17,3,1.4219999999999997,12.578
"3e08af573f8b50da5202f55df62c925f88a47f3d",18,6,0.427,11.573
"a2dce32cdab108e7e281dfc27dd0a394e1419ce1",18,2,0.107,15.893
"fdf05fa29babe21e64f9a5b268dc8406d449d4f1",17,2,0.075,14.925
"ff4967536b75fb18d048cc2a505f68835987d155",24,7,1.5959999999999996,15.404
"7076b7408f06bc8a277f58e7bb6c2ec3372d5d6f",15,3,0.107,11.893
"c7554151d3f695718a5bd431e22c7f4c39a0b261",17,2,0.07200000000000001,14.928
"ae862ae116f2056421ab8d6e997e7b64a95828a5",17,2,0.081,14.919
"d65b9d2bed09847ef28b9ceb30c9f8a96e0c12fe",17,3,0.051,13.949
"36217ee164239391c672fdfc8f5bd080beab5c4b",18,2,0.779,15.221
"cc6beb2d05347fba64d933906ae2b712b1a43302",19,4,0.162,14.838000000000001
"44854912194177d67cdfa1dc765ba684eb013a4c",20,3,5.550000000000002,11.45
"fd60085a2a3891ab6db46dd3b75e9dd67a7c734a",24,7,5.640000000000001,11.36
"f4bfd9c71f51fb541d0fd203f0df2e609632dc62",20,3,5.731,11.269
"3b6867fc25b5dbf27925fdced660553ea8289dda",20,3,5.443,11.557
"ed94e5a5cce33af89dc1b1475204734b17f64bb0",20,3,5.3919999999999995,11.608
"0726ffe1e9e923b678db5484ff0055b0f63d81e8",20,3,5.978,11.022
