means_RLMLP,means_RL,means_RRF,means_RF,means_kNN,means_MART,means_RankNet,means_RankBoost,means_CoordinateAscent,means_LambdaMart
0.8712956704129220,0.8696896720342348,0.9045125573542053,0.8425887573009533,0.8943717542653384,0.9599457693604484,0.8835358405775944,0.8942542837976442,0.977746714082525,0.9308492069633401
0.8737570353096020,0.8688827050955085,0.9039574034226024,0.8470688015534005,0.8943717542653384,0.9599457693604484,0.8927808745637015,0.8942542837976442,0.834485472893661,0.9044511298442436
0.8705088656077260,0.8732449768847906,0.9057466777754284,0.844745784371666,0.8943717542653384,0.9599457693604484,0.933756257856185,0.8942542837976442,0.8600624912085895,0.9308492069633401
0.8730951059947000,0.8716160680053969,0.9048717336419195,0.8442833560243423,0.8943717542653384,0.9599457693604484,0.8780077138151974,0.8942542837976442,0.8843169146708353,0.9300052765656517
0.8712534727245770,0.8736576112144534,0.9057771850723685,0.8429673449938687,0.8943717542653384,0.9599457693604484,0.880666993416287,0.8942542837976442,0.9199125785988517,0.9308492069633401
0.8720393602085170,0.8715950905204076,0.9061870019316098,0.8429128474573377,0.8943717542653384,0.9599457693604484,0.8862997802505743,0.8942542837976442,0.8598805845385764,0.8943966436299973
0.8732276168912960,0.8705336110931479,0.9050459652411601,0.8434632021251617,0.8943717542653384,0.9599457693604484,0.8780077138151974,0.8942542837976442,0.8034033381760485,0.9654091242406401
0.8694071041979590,0.8677573844987815,0.9042550371885341,0.8467961099951422,0.8943717542653384,0.9599457693604484,0.8797791824086432,0.8942542837976442,0.9477296647345952,0.9308492069633401
0.8704835950633110,0.8717461753955478,0.9046728113870555,0.8436420776088672,0.8943717542653384,0.9599457693604484,0.8786925988392779,0.8942542837976442,0.7917346843062487,0.9240526269985977
0.8720037043730190,0.8723498792052613,0.9045803673227346,0.844832234248661,0.8943717542653384,0.9599457693604484,0.8780077138151974,0.8942542837976442,0.9098493509678753,0.9308492069633401
0.872447629416111,0.8719986648328769,0.9053691227630393,0.8441396753972636,0.8943717542653384,0.9599457693604484,0.882979732061871,0.8942542837976442,0.8311130608095537,0.9308492069633401
0.8738096004103410,0.8696459843564884,0.9055820654400164,0.8457406877552281,0.8943717542653384,0.9599457693604484,0.9089230493130266,0.8942542837976442,0.8275096195930001,0.9308492069633401
0.8690910558097190,0.8686114327160411,0.9063155068482247,0.8460854309851963,0.8943717542653384,0.9599457693604484,0.879542153619125,0.8942542837976442,0.8458130720083311,0.9432722974207213
0.8716124681866270,0.8728502871896391,0.9059903053888833,0.8463224614576133,0.8943717542653384,0.9599457693604484,0.8879579219431889,0.8942542837976442,0.8340796053041923,0.9308492069633401
0.8682178190171800,0.8702688430742254,0.9052738214569058,0.8456126137604209,0.8943717542653384,0.9599457693604484,0.8843059726947751,0.8942542837976442,0.8118115717797,0.9308492069633401
0.8690171239353780,0.8687888481182007,0.9050712710797476,0.8437682934029448,0.8943717542653384,0.9599457693604484,0.8255329882783168,0.8942542837976442,0.8279533700174434,0.9308492069633401
0.871596346846612,0.8706325839020483,0.9045470907899784,0.8451973732654506,0.8943717542653384,0.9599457693604484,0.8780077138151974,0.8942542837976442,0.8121434875424302,0.9308492069633401
0.8727984974934660,0.8698756413511316,0.9064940772791019,0.8444643257844086,0.8943717542653384,0.9599457693604484,0.879872829641506,0.8942542837976442,0.8192909413420615,0.9308492069633401
0.8697233629289980,0.8711038950198605,0.9058717086613317,0.8463688859244726,0.8943717542653384,0.9599457693604484,0.896312210035824,0.8942542837976442,0.7922844543141704,0.9315069543022286
0.8714309208153000,0.8709390939188546,0.9049057731613275,0.8467921051628311,0.8943717542653384,0.9599457693604484,0.8891126217986796,0.8942542837976442,0.9012622129951797,0.9308492069633401
0.8721605376949490,0.8690775902066661,0.9050348873409766,0.8431888793700083,0.8943717542653384,0.9599457693604484,0.87799256072767,0.8942542837976442,0.8238069056184981,0.9308601673377895
0.8714591005562980,0.8702341194993259,0.9067856629896661,0.8437414793721997,0.8943717542653384,0.9599457693604484,0.8528856785753605,0.8942542837976442,0.8252172080397493,0.9433189223450037
0.8697481828179250,0.8708220198055074,0.9069225917821621,0.8454851183878652,0.8943717542653384,0.9599457693604484,0.8791395392766942,0.8942542837976442,0.8262457908461984,0.9308492069633401
0.8710571306729960,0.8690039520346098,0.9043359091931488,0.8438033806772718,0.8943717542653384,0.9599457693604484,0.8934355280545813,0.8942542837976442,0.8181418832207774,0.9308492069633401
0.8738694959541290,0.8718655729084247,0.9048485126302404,0.8444168582898067,0.8943717542653384,0.9599457693604484,0.8943611912375863,0.8942542837976442,0.8267702922220876,0.9471978627135842
0.8692269143427630,0.8703171244476874,0.9067473235859672,0.8469536225580837,0.8943717542653384,0.9599457693604484,0.8860438741941558,0.8942542837976442,0.9255670239392814,0.9193048308583133
0.869787477687506,0.8696588463152467,0.9067543798523157,0.8443319134566287,0.8943717542653384,0.9599457693604484,0.8780077138151974,0.8942542837976442,0.8643129667681594,0.9308492069633401
0.8737809245550840,0.869422637373936,0.9036162370236054,0.8465767647561785,0.8943717542653384,0.9599457693604484,0.8891723719050576,0.8942542837976442,0.8176173019814311,0.9308492069633401
0.8710154675800320,0.871486281780251,0.9053419644874602,0.8441775134880145,0.8943717542653384,0.9599457693604484,0.8788156545253056,0.8942542837976442,0.7986846227359046,0.9308492069633401
0.8662594378541020,0.8698813531956412,0.9050740129740042,0.8467478530552732,0.8943717542653384,0.9599457693604484,0.8808372266834043,0.8942542837976442,0.8248553308953422,0.9308492069633401
