means_RLMLP,means_RL,means_RRF,means_RF,means_kNN,means_MART,means_RankNet,means_RankBoost,means_CoordinateAscent,means_LambdaMart
0.8805623430053051,0.8770174981105924,0.9407695214188276,0.9481905274580076,0.8943708694527513,0.9555958693199271,0.9256585190682339,0.927960056846273,0.8885945151311962,0.932061437254671
0.8802592092230083,0.8791664265348592,0.9405650870853784,0.949827654286411,0.8943708694527513,0.9555958693199271,0.9244699582205271,0.927960056846273,0.9036409224433934,0.932061437254671
0.8805346423320297,0.8794951451622359,0.9419887657732585,0.9489207600594782,0.8943708694527513,0.9555958693199271,0.896611663027384,0.927960056846273,0.8919011817678969,0.932061437254671
0.882443611535153,0.881314505984656,0.9413900390433958,0.9510569420207394,0.8943708694527513,0.9555958693199271,0.9188388768591317,0.927960056846273,0.8940226754499361,0.932061437254671
0.8818953993341705,0.8805541308108515,0.9409070336995543,0.9483091732829521,0.8943708694527513,0.9555958693199271,0.9273474076359011,0.927960056846273,0.9038395332349493,0.9307520048918813
0.8807939812096647,0.8799477549774329,0.9411548532362206,0.9505633084750816,0.8943708694527513,0.9555958693199271,0.9265038814529699,0.927960056846273,0.9158370408949754,0.932061437254671
0.8801728684065675,0.8815009103368376,0.9422028461943395,0.9501284681001733,0.8943708694527513,0.9555958693199271,0.9275849231817468,0.927960056846273,0.9162802753490888,0.9302788804671334
0.8786856180304643,0.8794399489461676,0.940441532928579,0.9493464945367103,0.8943708694527513,0.9555958693199271,0.872981742175103,0.927960056846273,0.9255747287331563,0.932061437254671
0.8813222426759106,0.8809019229503726,0.941435313898679,0.9501487263110239,0.8943708694527513,0.9555958693199271,0.9388234271387476,0.927960056846273,0.9093973700327598,0.932061437254671
0.881015169340117,0.8811412764002347,0.9411594715904166,0.9511108304684873,0.8943708694527513,0.9555958693199271,0.8747361582208643,0.927960056846273,0.9071066968076815,0.932061437254671
0.8805623430053051,0.8793671604085161,0.9407062318492965,0.9492464742377666,0.8943708694527513,0.9555958693199271,0.928902393463878,0.927960056846273,0.9002026612554326,0.9544945922238711
0.8802592092230083,0.8792147963678224,0.9414716158895269,0.9490111404928834,0.8943708694527513,0.9555958693199271,0.8778711526717278,0.927960056846273,0.8902417233949617,0.9449006243284234
0.8805346423320297,0.8769422057092346,0.9385970400942901,0.9521300240870647,0.8943708694527513,0.9555958693199271,0.9265623947631825,0.927960056846273,0.9163771374586709,0.932061437254671
0.882443611535153,0.8802802190640384,0.9427126205479169,0.9519828605525189,0.8943708694527513,0.9555958693199271,0.9276499455237128,0.927960056846273,0.9231713720074478,0.932061437254671
0.8818953993341705,0.881262697137656,0.9416761410004685,0.9482821521634396,0.8943708694527513,0.9555958693199271,0.9200848764632635,0.927960056846273,0.9094302764017966,0.932061437254671
0.8807939812096647,0.8797105212782697,0.9400255624410448,0.9514914275793422,0.8943708694527513,0.9555958693199271,0.9255324836627905,0.927960056846273,0.9123323883852802,0.932061437254671
0.8801728684065675,0.8798573933027983,0.9413472660550196,0.9464986992099355,0.8943708694527513,0.9555958693199271,0.9323314043650118,0.927960056846273,0.8806688867038267,0.932061437254671
0.8786856180304643,0.8793959941853384,0.9424072721648339,0.9516339336784875,0.8943708694527513,0.9555958693199271,0.8998429634218116,0.927960056846273,0.920553845444356,0.932061437254671
0.8813222426759106,0.8836386407738563,0.9418499905194974,0.9493691811528646,0.8943708694527513,0.9555958693199271,0.934669401479675,0.927960056846273,0.8915621220201919,0.932061437254671
0.881015169340117,0.8825319959512959,0.9409487513928648,0.9515467958581736,0.8943708694527513,0.9555958693199271,0.9273538058230469,0.927960056846273,0.9019058250473413,0.932061437254671
0.8805623430053051,0.8792313745811603,0.9422370548563004,0.9485818616455989,0.8943708694527513,0.9555958693199271,0.9366632173316682,0.927960056846273,0.9187515412936986,0.932061437254671
0.8802592092230083,0.8804844789305232,0.940977531924172,0.9503384682630047,0.8943708694527513,0.9555958693199271,0.8948504928729611,0.927960056846273,0.9111367900508479,0.9307520048918813
0.8805346423320297,0.8812197159163255,0.9413068863303024,0.9507915031169671,0.8943708694527513,0.9555958693199271,0.9271315975986955,0.927960056846273,0.9023382931420088,0.932061437254671
0.882443611535153,0.8794646055886148,0.9415987623164415,0.9504698148372341,0.8943708694527513,0.9555958693199271,0.9274202861872302,0.927960056846273,0.9039329388635897,0.932061437254671
0.8818953993341705,0.8789780431938337,0.9408371084091107,0.9485329819280661,0.8943708694527513,0.9555958693199271,0.9270573423035136,0.927960056846273,0.9102490491745865,0.932061437254671
0.8807939812096647,0.8793503734975385,0.9401930901833387,0.9512252407544107,0.8943708694527513,0.9555958693199271,0.9273968529653944,0.927960056846273,0.9142231449509656,0.932061437254671
0.8801728684065675,0.8802750821109605,0.9407908775139604,0.9509970639064667,0.8943708694527513,0.9555958693199271,0.9239352144864228,0.927960056846273,0.9063799651442701,0.9317112851974891
0.8786856180304643,0.8769479832069388,0.9429408642281608,0.9510117381529724,0.8943708694527513,0.9555958693199271,0.9300013040146443,0.927960056846273,0.9165708828827851,0.9311165912331524
0.8813222426759106,0.8799650543073081,0.9394583865527891,0.9502088265587268,0.8943708694527513,0.9555958693199271,0.926998976028502,0.927960056846273,0.8885477491606997,0.932061437254671
0.881015169340117,0.8816161864251203,0.9409038413947827,0.9486412030109825,0.8943708694527513,0.9555958693199271,0.930737744650153,0.927960056846273,0.9285176145063838,0.9622221771498333
